0.132	0.206	1.4528e-05	-0.00159097	-0.0168656	-0.499297	-1.66613	
0.3	0.325	6.56984e-06	-0.00589304	-0.0242012	-0.612177	-1.68175	
0.306	0.32	1.64178e-06	-0.0100489	-0.024837	-0.614183	-1.68154	
0.302	0.325	-1.83944e-05	-0.0076061	-0.0232068	-0.612877	-1.68189	
0.214	0.287	3.17732e-05	-0.0028787	-0.020003	-0.561863	-1.67447	
0.304	0.325	3.19484e-06	-0.00990629	-0.0217693	-0.613507	-1.68198	
0.14	0.221	-2.7269e-05	-0.00767256	-0.0126432	-0.503607	-1.66826	
0.158	0.238	2.205e-07	-0.00126161	-0.0197965	-0.519844	-1.66943	
0.136	0.215	1.05823e-05	-0.00854095	-0.0114585	-0.500434	-1.66778	
0.154	0.238	-1.22583e-05	-0.0085268	-0.0130212	-0.514485	-1.66987	
0.14	0.218	-2.10567e-06	-0.00199121	-0.0174605	-0.505477	-1.66734	
0.25	0.309	-1.49947e-05	-0.0049169	-0.0206974	-0.583866	-1.67921	
